position,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20],[21],[22],[23],[24],[25],[26],[27],[28],[29],[30],[31],[32]
center,"0.5239154100418091,0.2821989357471466,-0.3392418622970581","0.5326560139656067,0.25568076968193054,-0.3170919120311737","0.5382983684539795,0.25546225905418396,-0.31720513105392456","0.5442323684692383,0.25574642419815063,-0.31725332140922546","0.5165145397186279,0.2574019730091095,-0.3133033812046051","0.5112033486366272,0.25843846797943115,-0.31333157420158386","0.5062695741653442,0.25975707173347473,-0.31334754824638367","0.5541530847549438,0.26901501417160034,-0.15919286012649536","0.5007854700088501,0.2740105986595154,-0.14929668605327606","0.5347306728363037,0.3094225823879242,-0.279453843832016","0.5142769813537598,0.3108772337436676,-0.27631041407585144","0.6034664511680603,0.42490333318710327,-0.05373574420809746","0.4588119387626648,0.41117843985557556,-0.06735797971487045","0.6279739737510681,0.6131786108016968,0.043934497982263565","0.42122316360473633,0.5433323383331299,-0.26963216066360474","0.6376559734344482,0.7996943593025208,-0.014514506794512272","0.42239171266555786,0.41254180669784546,-0.6645402908325195","0.64827561378479,0.8586649298667908,-0.03432544320821762","0.416240394115448,0.3768191933631897,-0.737598180770874","0.6363486051559448,0.855803370475769,-0.07438752800226212","0.4209443926811218,0.36493155360221863,-0.7521680593490601","0.6276947259902954,0.8406274318695068,-0.027370905503630638","0.42505472898483276,0.38161012530326843,-0.6803681254386902","0.5711781978607178,0.8186296224594116,0.008176477625966072","0.4836876690387726,0.8126028776168823,-0.007865008898079395","0.5811229944229126,1.0395057201385498,-0.03541738539934158","0.47512567043304443,1.0377784967422485,0.021631130948662758","0.5805020928382874,1.2996432781219482,0.3218068480491638","0.477159321308136,1.274086833000183,0.4578896462917328","0.5761337280273438,1.3254163265228271,0.3510379493236542","0.47861582040786743,1.2958307266235352,0.500491738319397","0.5842834115028381,1.3875285387039185,0.2120549976825714","0.48116597533226013,1.3516788482666016,0.36995190382003784"
center,"0.5229330062866211,0.2821882963180542,-0.3618203401565552","0.5313957333564758,0.255673885345459,-0.33813798427581787","0.5371158719062805,0.2554488182067871,-0.3383178114891052","0.5431739091873169,0.25572851300239563,-0.338445246219635","0.5148228406906128,0.2574058473110199,-0.3374742865562439","0.5092199444770813,0.25845447182655334,-0.337523877620697","0.5042091012001038,0.25979024171829224,-0.33756181597709656","0.5531071424484253,0.26899248361587524,-0.17046748101711273","0.4982839524745941,0.27401435375213623,-0.1688576638698578","0.5339956283569336,0.309364914894104,-0.2972504198551178","0.5130115151405334,0.31093770265579224,-0.2972272038459778","0.602715253829956,0.42388203740119934,-0.062186259776353836","0.45756804943084717,0.41510242223739624,-0.0806996077299118","0.6282243132591248,0.6130736470222473,0.0294344499707222","0.4217827022075653,0.5565016865730286,-0.28180086612701416","0.6372236609458923,0.7983611226081848,-0.042885955423116684","0.42222338914871216,0.4340028166770935,-0.6942387223243713","0.6479470729827881,0.8572008013725281,-0.06738678365945816","0.4140236973762512,0.39854636788368225,-0.7701581716537476","0.6358702778816223,0.854428231716156,-0.10838482528924942","0.41767823696136475,0.390076220035553,-0.7871757745742798","0.6271846890449524,0.8392006754875183,-0.05752112343907356","0.42230913043022156,0.40498197078704834,-0.7121887803077698","0.5712969899177551,0.81889808177948,0.00786662008613348","0.48369064927101135,0.8135823607444763,-0.0075326538644731045","0.5811824798583984,1.076003074645996,-0.03246760368347168","0.4750993847846985,1.037292718887329,0.027284424751996994","0.580544650554657,1.3001165390014648,0.34194105863571167","0.4782978296279907,1.273634672164917,0.49405205249786377","0.576280951499939,1.3261260986328125,0.3727988302707672","0.4803164601325989,1.2952443361282349,0.5396090149879456","0.584128737449646,1.3879389762878418,0.23025210201740265","0.4811960756778717,1.3503186702728271,0.40609854459762573"
center,"0.5230353474617004,0.28330105543136597,-0.36094364523887634","0.5314282774925232,0.2568339407444,-0.3371637761592865","0.5371417999267578,0.25651466846466064,-0.3373311758041382","0.5431821942329407,0.25662586092948914,-0.337446391582489","0.5147918462753296,0.25853267312049866,-0.3359052836894989","0.5091235637664795,0.2596639394760132,-0.3359594941139221","0.5039159059524536,0.2610783874988556,-0.3360007405281067","0.5527294278144836,0.26919814944267273,-0.1697198748588562","0.4976607859134674,0.2753473222255707,-0.16730718314647675","0.534210741519928,0.31046262383461,-0.2966381907463074","0.513027548789978,0.3128524124622345,-0.29594311118125916","0.6027776598930359,0.4237822890281677,-0.06092599406838417","0.4581175446510315,0.41929566860198975,-0.08311524987220764","0.6304559111595154,0.6123073697090149,0.028309978544712067","0.4234495759010315,0.5509750843048096,-0.2825031280517578","0.6373130083084106,0.7935607433319092,-0.052058592438697815","0.4213516116142273,0.4473913013935089,-0.6860025525093079","0.6478748321533203,0.8534290194511414,-0.07917560636997223","0.41208961606025696,0.4151041805744171,-0.7608645558357239","0.635841429233551,0.8507628440856934,-0.11966685205698013","0.41660067439079285,0.4006812870502472,-0.7766653895378113","0.6271877884864807,0.8346196413040161,-0.06711281090974808","0.4223991632461548,0.4159100651741028,-0.7028648853302002","0.5715868473052979,0.8190537691116333,0.008605348877608776","0.483695924282074,0.8143305778503418,-0.00823940709233284","0.5817379355430603,1.0849711894989014,-0.03251161053776741","0.4751063287258148,1.0352085828781128,0.02706865780055523","0.5812050700187683,1.3004299402236938,0.33797600865364075","0.4796912372112274,1.2732105255126953,0.4734954833984375","0.5771121978759766,1.3265066146850586,0.3689708709716797","0.4819527566432953,1.2952344417572021,0.5162740349769592","0.5849350094795227,1.3882124423980713,0.2219257950782776","0.4820294976234436,1.349275827407837,0.3805921971797943"
center,"0.5223433375358582,0.28354600071907043,-0.34009578824043274","0.5302712917327881,0.25695881247520447,-0.3192952573299408","0.535834014415741,0.2565803527832031,-0.3194885849952698","0.5417453646659851,0.2566492557525635,-0.3196115791797638","0.5137308835983276,0.2589540481567383,-0.31769123673439026","0.5079333186149597,0.26018285751342773,-0.31773698329925537","0.5028300285339355,0.26163679361343384,-0.3177686333656311","0.5512011051177979,0.2690697908401489,-0.15998472273349762","0.496818482875824,0.27580296993255615,-0.15410709381103516","0.5336201190948486,0.31048479676246643,-0.27809208631515503","0.5123355984687805,0.31318116188049316,-0.27638593316078186","0.6027629375457764,0.42308682203292847,-0.05597754195332527","0.4584999680519104,0.419189453125,-0.07057265937328339","0.6311568021774292,0.6111735701560974,0.02314864471554756","0.42545369267463684,0.5502020120620728,-0.2548654079437256","0.6371768116950989,0.7895505428314209,-0.06969399750232697","0.4207684099674225,0.45765790343284607,-0.6506961584091187","0.6476805210113525,0.8499289751052856,-0.09929509460926056","0.41060930490493774,0.4304150342941284,-0.7228186726570129","0.6357646584510803,0.848278820514679,-0.1403878629207611","0.4146937131881714,0.41269245743751526,-0.7451314926147461","0.6271290183067322,0.8320164680480957,-0.08540572971105576","0.4205073118209839,0.42510905861854553,-0.670227587223053","0.5716305375099182,0.8187468647956848,0.008579235523939133","0.4837609529495239,0.8139455914497375,-0.008208059705793858","0.5814183354377747,1.0534359216690063,-0.03060496598482132","0.4749634563922882,1.0345795154571533,0.025698842480778694","0.5818479657173157,1.3007009029388428,0.32570382952690125","0.48075219988822937,1.2710756063461304,0.46614038944244385","0.578296422958374,1.3268530368804932,0.35384777188301086","0.48335304856300354,1.2930817604064941,0.5077210664749146","0.5854192972183228,1.3882986307144165,0.2204173356294632","0.4823116064071655,1.345724105834961,0.3744908273220062"
center,"0.5209720134735107,0.28313741087913513,-0.34220749139785767","0.5287736654281616,0.25638484954833984,-0.32057011127471924","0.5343844890594482,0.2560232877731323,-0.32074493169784546","0.5403153896331787,0.25611910223960876,-0.3208457827568054","0.5122618079185486,0.25863194465637207,-0.3189537823200226","0.506424069404602,0.2599450349807739,-0.3190065324306488","0.5015460252761841,0.2614329159259796,-0.3190442621707916","0.550383448600769,0.2686944603919983,-0.1625819057226181","0.49571099877357483,0.2756079435348511,-0.15404261648654938","0.5320836305618286,0.3098735809326172,-0.27966466546058655","0.5111175179481506,0.3126990795135498,-0.2780989706516266","0.6024401783943176,0.42220062017440796,-0.06420766562223434","0.4585188329219818,0.4193184971809387,-0.06649932265281677","0.6320027709007263,0.6096468567848206,0.0083082914352417","0.4257100224494934,0.552566409111023,-0.24235709011554718","0.6371153593063354,0.7869999408721924,-0.08045988529920578","0.41872039437294006,0.4570302367210388,-0.6392145752906799","0.6474622488021851,0.8477660417556763,-0.10992821305990219","0.40803197026252747,0.4262981414794922,-0.7125828862190247","0.635589063167572,0.8466498851776123,-0.15024544298648834","0.41186559200286865,0.4120076298713684,-0.7321614027023315","0.6270760297775269,0.8303391337394714,-0.09548629820346832","0.41789335012435913,0.4252135455608368,-0.6578330397605896","0.5716159343719482,0.8185571432113647,0.005581112578511238","0.48368215560913086,0.8138378858566284,-0.005205025430768728","0.5809065103530884,1.0408958196640015,-0.03065982647240162","0.4749157130718231,1.0329140424728394,0.030393902212381363","0.5820709466934204,1.286874532699585,0.3434339463710785","0.48070642352104187,1.256271243095398,0.48020708560943604","0.5788779854774475,1.3118503093719482,0.3746935725212097","0.48335227370262146,1.277111530303955,0.5242327451705933","0.5854562520980835,1.373038411140442,0.2431628406047821","0.48220163583755493,1.3303622007369995,0.40208715200424194"
center,"0.5196459293365479,0.28355851769447327,-0.3433898389339447","0.527348518371582,0.2566691040992737,-0.32135486602783203","0.5328746438026428,0.2562893331050873,-0.3215264081954956","0.5385867357254028,0.2563353180885315,-0.32162120938301086","0.5111697316169739,0.25902852416038513,-0.31953248381614685","0.5053825974464417,0.26035359501838684,-0.31959056854248047","0.5006726384162903,0.26184701919555664,-0.31963640451431274","0.5488846898078918,0.26893532276153564,-0.16275377571582794","0.49463602900505066,0.2767447829246521,-0.1542356312274933","0.5302682518959045,0.31028664112091064,-0.2809683084487915","0.5100310444831848,0.31321996450424194,-0.27905380725860596","0.6001958250999451,0.41990768909454346,-0.0635996088385582","0.4584912061691284,0.4192858934402466,-0.0672808513045311","0.6328917145729065,0.6052127480506897,0.012246442027390003","0.4265744090080261,0.5497645139694214,-0.2514498233795166","0.6373091340065002,0.7853424549102783,-0.06412240117788315","0.4167550504207611,0.4487660229206085,-0.6430615186691284","0.6475239992141724,0.8450855016708374,-0.0900820642709732","0.4049311876296997,0.41793522238731384,-0.7164949178695679","0.6356660723686218,0.8445001840591431,-0.13027094304561615","0.40905386209487915,0.40391337871551514,-0.7353355288505554","0.6271985173225403,0.8281251192092896,-0.07840821146965027","0.415804922580719,0.4174337089061737,-0.6583401560783386","0.5716113448143005,0.8182945251464844,0.005205935798585415","0.48418015241622925,0.8137689828872681,-0.004830736201256514","0.5809661746025085,1.0327003002166748,-0.02854233980178833","0.4760269522666931,1.0311827659606934,0.029497679322957993","0.5823283791542053,1.2764712572097778,0.3527214825153351","0.4829661250114441,1.2511142492294312,0.4731341004371643","0.5791774392127991,1.3006329536437988,0.38485151529312134","0.4855799078941345,1.2715486288070679,0.5156968832015991","0.5856197476387024,1.3636468648910522,0.25505009293556213","0.4853871166706085,1.326271891593933,0.386128693819046"
center,"0.5191901922225952,0.28411465883255005,-0.34390294551849365","0.5265756845474243,0.25699400901794434,-0.32186904549598694","0.531988799571991,0.25649315118789673,-0.32203322649002075","0.5376939177513123,0.256430447101593,-0.3221319615840912","0.5107182264328003,0.2595410645008087,-0.3201808035373688","0.504984974861145,0.26085326075553894,-0.32024070620536804","0.5002959966659546,0.2623339593410492,-0.3202876150608063","0.5478057861328125,0.26891788840293884,-0.16132321953773499","0.4944228231906891,0.277374804019928,-0.15497520565986633","0.5297407507896423,0.3105180859565735,-0.2810872793197632","0.5098158121109009,0.3137034773826599,-0.2796703577041626","0.6000096797943115,0.4196130931377411,-0.0608377642929554","0.4585614502429962,0.4192255437374115,-0.07964204251766205","0.6364232301712036,0.6026467680931091,0.0068610357120633125","0.42907190322875977,0.5435180068016052,-0.28781160712242126","0.6398901343345642,0.780176043510437,-0.0917186364531517","0.4159892797470093,0.44365984201431274,-0.6916764974594116","0.6488150954246521,0.8409355878829956,-0.1220991387963295","0.40165749192237854,0.41168808937072754,-0.7682524919509888","0.6368322968482971,0.8396764993667603,-0.16154822707176208","0.40605494379997253,0.3984285891056061,-0.7852795124053955","0.6287605166435242,0.8217713832855225,-0.10703528672456741","0.41397902369499207,0.41236618161201477,-0.7090098261833191","0.5719602704048157,0.8182734847068787,0.00922868587076664","0.4845438301563263,0.8140662908554077,-0.008878277614712715","0.5824823975563049,1.0632449388504028,-0.030000239610671997","0.4760502278804779,1.032751202583313,0.0037749004550278187","0.5826070308685303,1.2780283689498901,0.3491494059562683","0.4818171262741089,1.2525638341903687,0.42966994643211365","0.5793377161026001,1.3016128540039062,0.38126233220100403","0.4840458929538727,1.2721227407455444,0.4697524309158325","0.5857771039009094,1.365981936454773,0.2484455555677414","0.4852680265903473,1.3302732706069946,0.3355035185813904"
center,"0.5181590914726257,0.2846127152442932,-0.35453882813453674","0.525428056716919,0.25742390751838684,-0.33149948716163635","0.5307573080062866,0.2568259537220001,-0.33164897561073303","0.5363144278526306,0.2566621005535126,-0.3317413628101349","0.5098961591720581,0.26015955209732056,-0.33072131872177124","0.5042826533317566,0.2614913582801819,-0.3308214247226715","0.4996611773967743,0.262955904006958,-0.33089444041252136","0.5465990900993347,0.26893195509910583,-0.1630658060312271","0.4938872158527374,0.2780551612377167,-0.15948142111301422","0.5284901857376099,0.31093183159828186,-0.28847256302833557","0.5091024041175842,0.3144341707229614,-0.2880339026451111","0.6000436544418335,0.4181342124938965,-0.05606227368116379","0.45901602506637573,0.41926249861717224,-0.08840278536081314","0.6363221406936646,0.6003998517990112,0.009836825542151928","0.43147632479667664,0.5331588983535767,-0.3108198046684265","0.6413881182670593,0.7774451375007629,-0.07939385622739792","0.4150538146495819,0.432684987783432,-0.7267608642578125","0.6496034264564514,0.8368849158287048,-0.10805726796388626","0.39831382036209106,0.398466557264328,-0.8065252304077148","0.6382163763046265,0.8365640640258789,-0.1478547751903534","0.4020487070083618,0.3868236541748047,-0.824173092842102","0.6304439306259155,0.8184322714805603,-0.09447339922189713","0.4107060730457306,0.40345099568367004,-0.7454777359962463","0.5727233290672302,0.817976713180542,0.013192419894039631","0.4847007095813751,0.8142191767692566,-0.012845681980252266","0.5874068140983582,1.071594476699829,-0.028063399717211723","0.47626692056655884,1.0335925817489624,-0.014329489320516586","0.5862802863121033,1.279367446899414,0.3779057264328003","0.48161616921424866,1.265507698059082,0.39496707916259766","0.582103967666626,1.3033493757247925,0.4120423197746277","0.48348817229270935,1.2876768112182617,0.43250417709350586","0.5906346440315247,1.367493748664856,0.270026296377182","0.48520609736442566,1.3454067707061768,0.2780285179615021"
center,"0.5170280933380127,0.28354454040527344,-0.3651028275489807","0.5242797136306763,0.25695356726646423,-0.3405696153640747","0.5295719504356384,0.25653403997421265,-0.34072715044021606","0.5350277423858643,0.25648385286331177,-0.3407825529575348","0.5091003775596619,0.2592802047729492,-0.3402039408683777","0.5035916566848755,0.2605835199356079,-0.34034618735313416","0.49897661805152893,0.2620372772216797,-0.3404332399368286","0.5451826453208923,0.2688421607017517,-0.1676904559135437","0.49317556619644165,0.2775159180164337,-0.16690392792224884","0.5266482830047607,0.3099672198295593,-0.29871949553489685","0.5076488256454468,0.313571035861969,-0.29899224638938904","0.5988568663597107,0.4146585166454315,-0.05607558414340019","0.4584246277809143,0.41973790526390076,-0.09221115708351135","0.6362248659133911,0.5967018604278564,0.011757747270166874","0.43103405833244324,0.5287078619003296,-0.3236307203769684","0.6417863965034485,0.7744374871253967,-0.08243641257286072","0.41530588269233704,0.42071273922920227,-0.7598336935043335","0.6500218510627747,0.8308843374252319,-0.11196667701005936","0.3987160325050354,0.38180893659591675,-0.841356635093689","0.6390979290008545,0.831683337688446,-0.15208964049816132","0.40259653329849243,0.3747532367706299,-0.8583090305328369","0.6315338015556335,0.814257025718689,-0.09785372763872147","0.41103261709213257,0.39310961961746216,-0.7782589197158813","0.5737277865409851,0.8179750442504883,0.013952043838799","0.4854067862033844,0.8145686984062195,-0.013597020879387856","0.5896255970001221,1.0800702571868896,-0.035817719995975494","0.48068922758102417,1.088100790977478,-0.00612647645175457","0.5899025797843933,1.2980421781539917,0.3330581784248352","0.48196476697921753,1.2924364805221558,0.4031371474266052","0.586263120174408,1.3262841701507568,0.36170434951782227","0.483426570892334,1.3188691139221191,0.4399124085903168","0.5932309627532959,1.3823057413101196,0.20426900684833527","0.48795583844184875,1.3685204982757568,0.28203487396240234"
center,"0.5163621306419373,0.2833205461502075,-0.34778279066085815","0.5236036777496338,0.2568765878677368,-0.32296404242515564","0.5288650393486023,0.25650015473365784,-0.3231367766857147","0.5342994928359985,0.2564731538295746,-0.32317396998405457","0.50859135389328,0.2591233253479004,-0.323292076587677","0.5031846761703491,0.26043620705604553,-0.3234463632106781","0.4984923303127289,0.26192644238471985,-0.32353395223617554","0.5440992712974548,0.268843412399292,-0.15095554292201996","0.4925619065761566,0.2775081694126129,-0.1528695523738861","0.5256732702255249,0.30996450781822205,-0.28164759278297424","0.5069915652275085,0.31347721815109253,-0.2828924357891083","0.5969769358634949,0.4114581048488617,-0.03632434457540512","0.4578327536582947,0.4197196960449219,-0.07707849889993668","0.6357960104942322,0.5900499820709229,0.05125633627176285","0.4306982457637787,0.5295413136482239,-0.3175496459007263","0.6432287096977234,0.7657489776611328,-0.029057180508971214","0.4155968427658081,0.41055431962013245,-0.7287037372589111","0.6515380144119263,0.8219495415687561,-0.0548555925488472","0.40007469058036804,0.36685711145401,-0.8074213862419128","0.6414015293121338,0.8238880634307861,-0.09595619142055511","0.40430113673210144,0.3599352538585663,-0.8229636549949646","0.6342302560806274,0.8059085011482239,-0.04387848451733589","0.41222015023231506,0.3780519366264343,-0.7458012700080872","0.5749163031578064,0.8177043795585632,0.014285160228610039","0.4864826798439026,0.8150953054428101,-0.013930563814938068","0.5924004912376404,1.0827593803405762,-0.047519929707050323","0.4834538400173187,1.099716305732727,-0.006073054391890764","0.5927785634994507,1.3098313808441162,0.2959490120410919","0.48234403133392334,1.301921010017395,0.3892011046409607","0.5890836715698242,1.3398185968399048,0.32246559858322144","0.4834374189376831,1.3286645412445068,0.4245683252811432","0.5968493819236755,1.3924087285995483,0.16747671365737915","0.48942887783050537,1.3771417140960693,0.26771658658981323"
center,"0.5156949162483215,0.2833283543586731,-0.3331371247768402","0.5227223634719849,0.256881982088089,-0.30852603912353516","0.5279503464698792,0.2565051019191742,-0.3086974322795868","0.5333428978919983,0.25647860765457153,-0.3087628483772278","0.5077477693557739,0.25912562012672424,-0.3081212341785431","0.5023287534713745,0.2604351043701172,-0.30825215578079224","0.49746084213256836,0.2619258463382721,-0.30831608176231384","0.5428565144538879,0.2687796354293823,-0.14212124049663544","0.4910474419593811,0.2774984538555145,-0.1413516104221344","0.5252457857131958,0.3100537359714508,-0.2695032060146332","0.5064507722854614,0.3134712874889374,-0.26973697543144226","0.5961440205574036,0.41072043776512146,-0.03894274681806564","0.4573501944541931,0.4187631607055664,-0.06985948979854584","0.6355811953544617,0.5899483561515808,0.03391478210687637","0.42828240990638733,0.5248836874961853,-0.29965484142303467","0.6449765563011169,0.7646990418434143,-0.05628090351819992","0.42471998929977417,0.404958039522171,-0.673015296459198","0.6529554724693298,0.8197478652000427,-0.08407656103372574","0.41197526454925537,0.35990503430366516,-0.7439257502555847","0.6438133120536804,0.8228285908699036,-0.1233649030327797","0.4157690107822418,0.35498374700546265,-0.7534979581832886","0.6371293663978577,0.8050666451454163,-0.07113438099622726","0.4234909415245056,0.37370872497558594,-0.6862642168998718","0.575616717338562,0.8160790205001831,0.01407153345644474","0.48834627866744995,0.8150928020477295,-0.013707439415156841","0.5924113988876343,1.081994652748108,-0.05551888793706894","0.48374515771865845,1.0971852540969849,-0.003328775055706501","0.5927928686141968,1.3082503080368042,0.2608336806297302","0.4826149642467499,1.2990878820419312,0.38640767335891724","0.5891129970550537,1.3373874425888062,0.28515714406967163","0.4837067425251007,1.3252573013305664,0.421533465385437","0.597079336643219,1.3915904760360718,0.13914109766483307","0.48972293734550476,1.3756253719329834,0.27841833233833313"
center,"0.5157552361488342,0.28272849321365356,-0.33646294474601746","0.5228861570358276,0.2564910650253296,-0.31128770112991333","0.5280885100364685,0.25612738728523254,-0.3114537298679352","0.5334606170654297,0.25616976618766785,-0.3115304410457611","0.5078752040863037,0.2587166428565979,-0.31077855825424194","0.5024347305297852,0.259991854429245,-0.3108980357646942","0.49758487939834595,0.26150980591773987,-0.3109569847583771","0.5429620742797852,0.268562912940979,-0.14325760304927826","0.49116912484169006,0.27663806080818176,-0.1430332064628601","0.5253168344497681,0.3089962601661682,-0.27282029390335083","0.5065337419509888,0.3125128746032715,-0.27256616950035095","0.5962080359458923,0.4109082818031311,-0.03986199572682381","0.4568811357021332,0.41686323285102844,-0.07160665839910507","0.6355401873588562,0.5888574719429016,0.013596656732261181","0.4155668020248413,0.5226103663444519,-0.30519410967826843","0.6455590724945068,0.7613538503646851,-0.07663808017969131","0.43606168031692505,0.39690589904785156,-0.6711428165435791","0.6535207629203796,0.8165449500083923,-0.10626398026943207","0.4258755147457123,0.34985584020614624,-0.7429917454719543","0.6449766755104065,0.820411741733551,-0.1433887481689453","0.43120214343070984,0.34695902466773987,-0.7449994683265686","0.6382893323898315,0.8029173016548157,-0.09071530401706696","0.4398135244846344,0.3667844235897064,-0.6814313530921936","0.5759069323539734,0.8116132616996765,0.01387365534901619","0.48890334367752075,0.8139525055885315,-0.013507754541933537","0.5920421481132507,1.0816563367843628,-0.05494043603539467","0.4836651086807251,1.0960538387298584,-0.007624899968504906","0.5923640131950378,1.2960987091064453,0.2751699388027191","0.48257243633270264,1.2872017621994019,0.3979294002056122","0.5886909365653992,1.3233914375305176,0.29363197088241577","0.48355498909950256,1.3086711168289185,0.4347136616706848","0.5966001152992249,1.3801121711730957,0.1591809242963791","0.4906793534755707,1.3650033473968506,0.28822579979896545"
center,"0.5157999396324158,0.2827305495738983,-0.33729320764541626","0.5228365063667297,0.2566266357898712,-0.31337520480155945","0.5280497074127197,0.25624746084213257,-0.31354251503944397","0.5334938764572144,0.2562956213951111,-0.3136250078678131","0.5078912973403931,0.25883230566978455,-0.3126932978630066","0.5025362372398376,0.2600580155849457,-0.31280359625816345","0.4976595938205719,0.2615501284599304,-0.31285980343818665","0.543066143989563,0.2686190903186798,-0.1458616703748703","0.4912964403629303,0.2765796482563019,-0.1438795030117035","0.5255769491195679,0.3092559576034546,-0.2740318179130554","0.5066356658935547,0.31252098083496094,-0.27362605929374695","0.5959505438804626,0.41056734323501587,-0.04133644327521324","0.45710819959640503,0.4150320589542389,-0.07609713822603226","0.6355094313621521,0.5892788767814636,0.014470737427473068","0.41687342524528503,0.5134721398353577,-0.31441959738731384","0.6454019546508789,0.7623407244682312,-0.07231175154447556","0.44176438450813293,0.3833048939704895,-0.6722334623336792","0.6534280776977539,0.8186728954315186,-0.10033326596021652","0.4324393570423126,0.33767974376678467,-0.7443877458572388","0.6447057723999023,0.8217760324478149,-0.13518238067626953","0.43843692541122437,0.33530598878860474,-0.754656970500946","0.6379619836807251,0.8045248985290527,-0.08558140695095062","0.4465089738368988,0.3529927134513855,-0.6864950060844421","0.5759048461914062,0.8115414977073669,0.014348093420267105","0.4888453781604767,0.8140034675598145,-0.014004750177264214","0.5919920802116394,1.0807135105133057,-0.05438094586133957","0.48347288370132446,1.097728967666626,-0.016697483137249947","0.5924175381660461,1.2961009740829468,0.30476269125938416","0.4808414876461029,1.2869230508804321,0.38840922713279724","0.5887265801429749,1.3233972787857056,0.3315104842185974","0.4810279607772827,1.308827519416809,0.4256051778793335","0.5966088175773621,1.3799508810043335,0.18783044815063477","0.49048665165901184,1.3641761541366577,0.2757306694984436"
center,"0.5158964991569519,0.28288692235946655,-0.32783254981040955","0.5229256749153137,0.2567250728607178,-0.3026113212108612","0.5281442999839783,0.2562900483608246,-0.3027600944042206","0.5336083769798279,0.2563134729862213,-0.30281922221183777","0.5079190731048584,0.25902900099754333,-0.30091869831085205","0.5027192831039429,0.2602214813232422,-0.3010317385196686","0.4978800415992737,0.26166796684265137,-0.30109837651252747","0.543213963508606,0.2685871124267578,-0.13911393284797668","0.49161407351493835,0.276594877243042,-0.13303427398204803","0.5261401534080505,0.3093978464603424,-0.26599469780921936","0.5073399543762207,0.3126809000968933,-0.26462656259536743","0.5960614085197449,0.41062504053115845,-0.04124946519732475","0.45779579877853394,0.41448354721069336,-0.07216283679008484","0.635577917098999,0.5897362232208252,0.015510116703808308","0.41593849658966064,0.5147522687911987,-0.3040045499801636","0.6453569531440735,0.7633640170097351,-0.070588119328022","0.4412391483783722,0.38470861315727234,-0.6458935141563416","0.6534196734428406,0.8192022442817688,-0.09873786568641663","0.4319959878921509,0.3375778794288635,-0.7161511182785034","0.6446520090103149,0.8220565915107727,-0.13413579761981964","0.43876612186431885,0.3343539535999298,-0.7176250219345093","0.6379218697547913,0.8048169612884521,-0.08451046794652939","0.4470559358596802,0.3527708649635315,-0.6551171541213989","0.5759819746017456,0.8114591240882874,0.014211348257958889","0.48880842328071594,0.8140068054199219,-0.013886641710996628","0.591876745223999,1.0803844928741455,-0.04477870091795921","0.4833211302757263,1.0991445779800415,-0.015555710531771183","0.5923135876655579,1.2949188947677612,0.3439885079860687","0.4808410108089447,1.2870312929153442,0.3860626816749573","0.588586151599884,1.3210476636886597,0.3768326938152313","0.48100143671035767,1.3089666366577148,0.423758327960968","0.5959067940711975,1.3796640634536743,0.24469593167304993","0.49097028374671936,1.364372730255127,0.2805824875831604"
center,"0.5159657597541809,0.2829938232898712,-0.3475680947303772","0.5229694247245789,0.256864458322525,-0.3228136897087097","0.5281881093978882,0.2564155161380768,-0.322968989610672","0.5336708426475525,0.25644025206565857,-0.3230580985546112","0.5079763531684875,0.2591347098350525,-0.3191101849079132","0.5027641654014587,0.26029229164123535,-0.31919151544570923","0.49790963530540466,0.26170438528060913,-0.3192311227321625","0.5432974100112915,0.2685367166996002,-0.1565588414669037","0.49177005887031555,0.2764278054237366,-0.1419120579957962","0.5262125730514526,0.3098437488079071,-0.28416678309440613","0.5074617862701416,0.31278106570243835,-0.2805038392543793","0.5963007211685181,0.41056138277053833,-0.052972957491874695","0.4578322470188141,0.4139755368232727,-0.07081124931573868","0.6351494193077087,0.5902213454246521,0.016154631972312927","0.40986526012420654,0.520639181137085,-0.2805293798446655","0.6452687382698059,0.7678070664405823,-0.06663978844881058","0.4393640160560608,0.38798341155052185,-0.6343063712120056","0.653367817401886,0.8251635432243347,-0.09418453276157379","0.42948904633522034,0.34088489413261414,-0.7066473364830017","0.6443381905555725,0.8266831040382385,-0.13110408186912537","0.4357132017612457,0.3367619812488556,-0.7061851620674133","0.6375459432601929,0.8110976219177246,-0.080757737159729","0.4436782896518707,0.3556410074234009,-0.6430189609527588","0.5759427547454834,0.8114907741546631,0.011287866160273552","0.48856595158576965,0.8142488598823547,-0.010958322323858738","0.5920445919036865,1.0800713300704956,-0.041261639446020126","0.4827447533607483,1.1000138521194458,-0.013388303108513355","0.5922684073448181,1.289989709854126,0.3806457221508026","0.4803028702735901,1.2839442491531372,0.410134881734848","0.5885186791419983,1.3138539791107178,0.41785770654678345","0.48028895258903503,1.304514765739441,0.4522489309310913","0.5957446694374084,1.378248691558838,0.28813883662223816","0.49086126685142517,1.3627561330795288,0.31527388095855713"
