gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.25,"0.15746505558490753,0.5269782543182373,7.306410765295368e-08","0.18671700358390808,0.4967151880264282,-0.014645063318312168","0.2053256779909134,0.4471544027328491,-0.020272955298423767","0.21424753963947296,0.40132614970207214,-0.026402488350868225","0.21029549837112427,0.3635026216506958,-0.03185618668794632","0.18295392394065857,0.3822825253009796,-0.0025851335376501083","0.18697495758533478,0.3286762237548828,-0.01888852007687092","0.18786902725696564,0.32041308283805847,-0.032158296555280685","0.18741682171821594,0.3409960865974426,-0.03810080885887146","0.16172146797180176,0.38105499744415283,-0.0021756303030997515","0.15791812539100647,0.31834876537323,-0.01651228591799736","0.16066515445709229,0.3222162127494812,-0.02732776664197445","0.1646975874900818,0.3487907946109772,-0.03215008229017258","0.14299021661281586,0.3916887044906616,-0.004868642892688513","0.1362452358007431,0.3360181748867035,-0.019387898966670036","0.14198698103427887,0.3449881672859192,-0.025959132239222527","0.14955469965934753,0.3737156093120575,-0.027335314080119133","0.12438441812992096,0.41199955344200134,-0.008975750766694546","0.12199237197637558,0.37441012263298035,-0.020921673625707626","0.12831783294677734,0.380796879529953,-0.024567488580942154","0.13543850183486938,0.40479177236557007,-0.024654485285282135"
0.25,"0.1583922803401947,0.5220314860343933,4.438599177092328e-08","0.1845192313194275,0.4939762055873871,-0.013957878574728966","0.1990327090024948,0.4414668381214142,-0.019135771319270134","0.20492199063301086,0.3944081962108612,-0.024706561118364334","0.19583067297935486,0.361894816160202,-0.029689427465200424","0.18075819313526154,0.37723326683044434,-0.004944372456520796","0.18025203049182892,0.3217729926109314,-0.021349182352423668","0.18156775832176208,0.3150716722011566,-0.034440819174051285","0.18311095237731934,0.338019460439682,-0.040523968636989594","0.15947012603282928,0.37784457206726074,-0.004703482147306204","0.1534671187400818,0.31692376732826233,-0.019693955779075623","0.15584073960781097,0.32443952560424805,-0.03034418821334839","0.1602388620376587,0.35233381390571594,-0.03520501032471657","0.1412094682455063,0.39073148369789124,-0.007238045800477266","0.13130678236484528,0.3394095301628113,-0.02116919308900833","0.13479238748550415,0.350460410118103,-0.027265284210443497","0.1420106440782547,0.37819743156433105,-0.0288334209471941","0.12389856576919556,0.41291579604148865,-0.011191494762897491","0.11616744846105576,0.3799348473548889,-0.022142991423606873","0.12094394862651825,0.3844611346721649,-0.0259009450674057","0.1287223994731903,0.40374135971069336,-0.026647303253412247"
0.25,"0.1613483875989914,0.5216832160949707,5.4541064997692956e-08","0.18550941348075867,0.49312999844551086,-0.015172801911830902","0.1966768503189087,0.4408967196941376,-0.021198999136686325","0.1961657851934433,0.39436641335487366,-0.027508238330483437","0.18417714536190033,0.3604683578014374,-0.03330259025096893","0.1771720051765442,0.37513434886932373,-0.00601221201941371","0.17390947043895721,0.31890207529067993,-0.022671284154057503","0.1740652322769165,0.3100970387458801,-0.035869527608156204","0.17643053829669952,0.3338816165924072,-0.04165451228618622","0.1569891721010208,0.3783259987831116,-0.005399708170443773","0.1473551243543625,0.31443437933921814,-0.019321052357554436","0.14909327030181885,0.31687453389167786,-0.030657455325126648","0.15511620044708252,0.34355852007865906,-0.03614330664277077","0.140218585729599,0.39381489157676697,-0.007598562631756067","0.12889519333839417,0.34419113397598267,-0.020540038123726845","0.13140243291854858,0.3469911515712738,-0.02846560813486576","0.1390635073184967,0.37283387780189514,-0.031481992453336716","0.12403583526611328,0.41891714930534363,-0.011283105239272118","0.11293210089206696,0.38540273904800415,-0.02156718447804451","0.11603434383869171,0.3822188675403595,-0.026597760617733","0.12378525733947754,0.39744290709495544,-0.02839217148721218"
0.25,"0.16291452944278717,0.5223786234855652,7.620354125492668e-08","0.18645702302455902,0.48973631858825684,-0.012165318243205547","0.19393926858901978,0.43568047881126404,-0.015773477032780647","0.18839558959007263,0.38847315311431885,-0.019878573715686798","0.17169809341430664,0.3658100962638855,-0.02359156124293804","0.17387782037258148,0.3751479983329773,-0.003264704020693898","0.17068614065647125,0.3201390206813812,-0.017603758722543716","0.17199434340000153,0.30674970149993896,-0.02911844290792942","0.17599716782569885,0.3235129117965698,-0.034396618604660034","0.15503962337970734,0.3777584731578827,-0.003276654053479433","0.14473050832748413,0.3159582018852234,-0.015667298808693886","0.14672191441059113,0.30733147263526917,-0.026340752840042114","0.15326789021492004,0.32733941078186035,-0.03196236863732338","0.13921982049942017,0.39500460028648376,-0.0057577695697546005","0.12420938909053802,0.3482682704925537,-0.01807892881333828","0.12642650306224823,0.34794872999191284,-0.026165520772337914","0.1352345198392868,0.37065160274505615,-0.029372340068221092","0.12438173592090607,0.42215412855148315,-0.009373185224831104","0.10949037969112396,0.38982954621315,-0.019598962739109993","0.11177761852741241,0.38547876477241516,-0.02520052343606949","0.1203821450471878,0.3989225924015045,-0.027536975219845772"
0.25,"0.165608748793602,0.5214257836341858,3.382917412864117e-08","0.18668270111083984,0.4861777424812317,-0.016288939863443375","0.1902044713497162,0.4332997798919678,-0.021662477403879166","0.18064536154270172,0.39063578844070435,-0.02662893757224083","0.1657203882932663,0.36177319288253784,-0.030617179349064827","0.1784622073173523,0.37311914563179016,-0.004657651763409376","0.17556478083133698,0.3183169960975647,-0.0193504486232996","0.16543087363243103,0.3081922233104706,-0.03223292902112007","0.16121231019496918,0.32342714071273804,-0.039073020219802856","0.15842251479625702,0.37721753120422363,-0.002751981606706977","0.1471710056066513,0.31841325759887695,-0.015672143548727036","0.1404266059398651,0.3081962764263153,-0.02866060473024845","0.1428985744714737,0.3234134912490845,-0.03657085821032524","0.1416275054216385,0.39450153708457947,-0.0038104860577732325","0.12633976340293884,0.349215030670166,-0.017339613288640976","0.12465017288923264,0.3456896245479584,-0.02918390929698944","0.13286153972148895,0.367052286863327,-0.035362809896469116","0.12755179405212402,0.42094630002975464,-0.006250682286918163","0.1135629415512085,0.38990074396133423,-0.018298238515853882","0.1133270412683487,0.38320934772491455,-0.02674330770969391","0.12115941196680069,0.3940417170524597,-0.03145884349942207"
0.25,"0.1679202914237976,0.5176522135734558,-1.2606720112273706e-08","0.18899188935756683,0.4806465208530426,-0.013486889190971851","0.19027942419052124,0.4270044267177582,-0.01786668971180916","0.17772692441940308,0.3856038749217987,-0.022319244220852852","0.16130080819129944,0.363031268119812,-0.026035763323307037","0.1824919879436493,0.37246549129486084,-0.0030095528345555067","0.1790052205324173,0.31815141439437866,-0.016391130164265633","0.16742278635501862,0.31100326776504517,-0.02816729061305523","0.160259410738945,0.32637158036231995,-0.034527573734521866","0.16175778210163116,0.3766792416572571,-0.002417010487988591","0.150766059756279,0.31526684761047363,-0.014450942166149616","0.1451607644557953,0.3144657015800476,-0.025801245123147964","0.1472839117050171,0.3333723843097687,-0.03219833970069885","0.1443195939064026,0.3926963210105896,-0.004289985168725252","0.13082000613212585,0.3431759476661682,-0.016710130497813225","0.1317562460899353,0.3516443967819214,-0.025491900742053986","0.13968154788017273,0.37833356857299805,-0.029345406219363213","0.12968111038208008,0.4173833429813385,-0.0073235216550529","0.11689642071723938,0.3830408453941345,-0.01734166219830513","0.11919190734624863,0.3843975067138672,-0.022403620183467865","0.12754252552986145,0.40121912956237793,-0.024709602817893028"
0.25,"0.1683325469493866,0.51944899559021,-7.832279713682055e-09","0.18901291489601135,0.48712265491485596,-0.015971438959240913","0.1912485659122467,0.4346054792404175,-0.02159743197262287","0.17877539992332458,0.3925537168979645,-0.026524079963564873","0.16130679845809937,0.36608630418777466,-0.03044901229441166","0.18348146975040436,0.37453311681747437,-0.006649173330515623","0.18117894232273102,0.3183214068412781,-0.020689575001597404","0.16839657723903656,0.3101295530796051,-0.0323084257543087","0.16047658026218414,0.32411158084869385,-0.03843364864587784","0.1623690128326416,0.377790629863739,-0.0049386764876544476","0.1512046903371811,0.3148098289966583,-0.017615212127566338","0.1443992257118225,0.31508195400238037,-0.02836015075445175","0.14639776945114136,0.33432549238204956,-0.034010354429483414","0.14515699446201324,0.39374053478240967,-0.005776065401732922","0.13179585337638855,0.346248596906662,-0.018459651619195938","0.13232561945915222,0.3544888198375702,-0.02667609415948391","0.14060790836811066,0.379435658454895,-0.029993565753102303","0.13120830059051514,0.4189269542694092,-0.007987814955413342","0.1187775731086731,0.38727208971977234,-0.018114956095814705","0.12045468389987946,0.38749948143959045,-0.0230545774102211","0.12867510318756104,0.40191569924354553,-0.025112446397542953"
0.25,"0.16825351119041443,0.5210911631584167,1.8697642545362214e-08","0.1904030293226242,0.48476237058639526,-0.0141408396884799","0.19261302053928375,0.4327724277973175,-0.01848887838423252","0.18035563826560974,0.38985565304756165,-0.02270992286503315","0.1649169772863388,0.36511754989624023,-0.026030264794826508","0.18275992572307587,0.37605994939804077,-0.0033354356419295073","0.18099887669086456,0.32109683752059937,-0.017209185287356377","0.1707240343093872,0.30785638093948364,-0.028904756531119347","0.16437837481498718,0.32001909613609314,-0.03496790677309036","0.162023663520813,0.37960872054100037,-0.0022764657624065876","0.15015336871147156,0.31743621826171875,-0.014955167658627033","0.14529362320899963,0.3115888833999634,-0.025885334238409996","0.1484237164258957,0.3293033838272095,-0.0316956602036953","0.14535018801689148,0.39644724130630493,-0.0038563809357583523","0.131001815199852,0.3482349216938019,-0.016702445223927498","0.13153304159641266,0.35209929943084717,-0.025062866508960724","0.13981790840625763,0.37578120827674866,-0.02833053097128868","0.13120922446250916,0.42327797412872314,-0.006727843079715967","0.11860693991184235,0.39102616906166077,-0.017241593450307846","0.11952477693557739,0.38862767815589905,-0.02276044897735119","0.12684495747089386,0.4021961987018585,-0.025095516815781593"
0.25,"0.16980451345443726,0.5208197236061096,2.4592864633632416e-08","0.19296813011169434,0.4857938587665558,-0.01199197769165039","0.19746056199073792,0.4320223331451416,-0.015406402759253979","0.18826453387737274,0.3879546523094177,-0.019222447648644447","0.1722012758255005,0.36280661821365356,-0.02243080362677574","0.18470902740955353,0.3757464289665222,-0.0021809395402669907","0.1833767294883728,0.32221654057502747,-0.015830092132091522","0.1754831075668335,0.31076580286026,-0.027009524405002594","0.17160966992378235,0.3258889317512512,-0.03239620476961136","0.1640843152999878,0.3790641725063324,-0.002052780007943511","0.15404030680656433,0.31840968132019043,-0.014305687509477139","0.15018519759178162,0.31173616647720337,-0.024656349793076515","0.1536165326833725,0.33122116327285767,-0.02992118149995804","0.146952286362648,0.3957274854183197,-0.004386525601148605","0.13264118134975433,0.3460350036621094,-0.016714243218302727","0.13274143636226654,0.3496537506580353,-0.024323701858520508","0.14081653952598572,0.37385258078575134,-0.027124376967549324","0.13174159824848175,0.42265743017196655,-0.007785002700984478","0.11862864345312119,0.3898601233959198,-0.01816093921661377","0.12014229595661163,0.3882291316986084,-0.0230655986815691","0.12826181948184967,0.40303489565849304,-0.02479817532002926"
0.25,"0.17250581085681915,0.5167229175567627,1.2889787903702654e-08","0.1964264065027237,0.4827408194541931,-0.009451896883547306","0.20529082417488098,0.4287883937358856,-0.0124199902638793","0.2005641907453537,0.3855626583099365,-0.01608438231050968","0.1849769502878189,0.362537682056427,-0.019148094579577446","0.1892060935497284,0.3723166286945343,-0.0018745826091617346","0.18960970640182495,0.32046276330947876,-0.016427231952548027","0.18393266201019287,0.3122955858707428,-0.027427878230810165","0.18024836480617523,0.33000239729881287,-0.03173411637544632","0.16826313734054565,0.3744646906852722,-0.0028596690390259027","0.16050569713115692,0.31194519996643066,-0.015510020777583122","0.158655047416687,0.31097763776779175,-0.023059183731675148","0.16194789111614227,0.3371778428554535,-0.02478461153805256","0.15059807896614075,0.38961875438690186,-0.006096574477851391","0.1388358473777771,0.33751457929611206,-0.01734376698732376","0.14009131491184235,0.3424268960952759,-0.020458875223994255","0.14734289050102234,0.36544016003608704,-0.01932651363313198","0.13440805673599243,0.41549113392829895,-0.010383540764451027","0.1235167533159256,0.3839279115200043,-0.01889536716043949","0.12479045242071152,0.38073500990867615,-0.020141415297985077","0.13133534789085388,0.3915148973464966,-0.01844608783721924"
0.25,"0.170289546251297,0.5218563675880432,1.157481364089108e-07","0.19662773609161377,0.48919880390167236,-0.01245870627462864","0.21134012937545776,0.4405926465988159,-0.016331074759364128","0.21523365378379822,0.3927052319049835,-0.020730886608362198","0.20335863530635834,0.36106300354003906,-0.024292772635817528","0.1885518878698349,0.3763097822666168,0.0007902231300249696","0.19216492772102356,0.3216025233268738,-0.01290765032172203","0.19433309137821198,0.3106691241264343,-0.02460067719221115","0.1961999386548996,0.32894349098205566,-0.02954993024468422","0.1692992001771927,0.37459030747413635,0.0015576358418911695","0.16500458121299744,0.3165231943130493,-0.00840357132256031","0.1659623682498932,0.30043333768844604,-0.017769448459148407","0.1687169373035431,0.3124389052391052,-0.02293374016880989","0.15185099840164185,0.3863604664802551,-0.0008004108094610274","0.14362719655036926,0.33484429121017456,-0.011544968001544476","0.1463680863380432,0.32609301805496216,-0.019282225519418716","0.15236146748065948,0.34354662895202637,-0.022641843184828758","0.1340944617986679,0.40776318311691284,-0.004419466946274042","0.1290636658668518,0.3722590506076813,-0.013983096927404404","0.1334201693534851,0.3675192892551422,-0.018566973507404327","0.14077086746692657,0.3823704421520233,-0.020035849884152412"
0.25,"0.16786788403987885,0.518510639667511,1.3463136383506935e-07","0.1956128627061844,0.48559340834617615,-0.013975635170936584","0.21223574876785278,0.4378729462623596,-0.019321242347359657","0.21900060772895813,0.39292553067207336,-0.02473922073841095","0.2107943743467331,0.3574577569961548,-0.0301054734736681","0.18707644939422607,0.3757249116897583,-0.005224287509918213","0.19033265113830566,0.3288205862045288,-0.017298009246587753","0.1936756819486618,0.3124241232872009,-0.028758108615875244","0.19644619524478912,0.3175559937953949,-0.0351085290312767","0.16832228004932404,0.3743804693222046,-0.004674494732171297","0.1625395566225052,0.31284546852111816,-0.015211285091936588","0.16899213194847107,0.3039359748363495,-0.02665756456553936","0.17654453217983246,0.32030189037323,-0.03376875817775726","0.15161460638046265,0.38587889075279236,-0.006357449106872082","0.14202256500720978,0.33038032054901123,-0.018400976434350014","0.15088152885437012,0.3253312408924103,-0.02873946726322174","0.16136594116687775,0.3482949137687683,-0.03404049947857857","0.13454851508140564,0.40719151496887207,-0.009102161042392254","0.12998947501182556,0.3651490807533264,-0.02056923508644104","0.13932931423187256,0.35906341671943665,-0.027466587722301483","0.15049389004707336,0.37758684158325195,-0.0308926273137331"
0.25,"0.16836702823638916,0.5168094038963318,1.5301631606234878e-07","0.1945909559726715,0.4832184910774231,-0.011689551174640656","0.21282371878623962,0.4367039203643799,-0.017046134918928146","0.22277775406837463,0.3946894109249115,-0.02284546010196209","0.21814608573913574,0.3573036789894104,-0.02836727909743786","0.18515124917030334,0.3720645010471344,-0.002959367586299777","0.18867364525794983,0.3268811106681824,-0.01408329140394926","0.19517070055007935,0.31257638335227966,-0.02424009144306183","0.20053568482398987,0.3177822232246399,-0.02960561215877533","0.16758717596530914,0.37189221382141113,-0.003713473677635193","0.16216261684894562,0.31092992424964905,-0.013830048963427544","0.17203448712825775,0.3007911443710327,-0.023098763078451157","0.18160992860794067,0.3151725232601166,-0.02824474684894085","0.15161603689193726,0.38463762402534485,-0.006700051017105579","0.14172083139419556,0.3273310363292694,-0.01844530738890171","0.15476399660110474,0.3246612548828125,-0.02565799467265606","0.16746638715267181,0.34563326835632324,-0.028476456180214882","0.13562986254692078,0.4065301716327667,-0.010706739500164986","0.1312650740146637,0.3629659116268158,-0.021838027983903885","0.14285582304000854,0.35673952102661133,-0.02660563588142395","0.15524904429912567,0.37140899896621704,-0.0281792264431715"
0.25,"0.1717633455991745,0.5135613679885864,1.0698840924305841e-07","0.19664008915424347,0.48269182443618774,-0.010349733754992485","0.21594880521297455,0.43547141551971436,-0.016660919412970543","0.22804394364356995,0.39375078678131104,-0.023652605712413788","0.22296951711177826,0.3567519187927246,-0.030076319351792336","0.18589918315410614,0.3710586428642273,-0.004180415999144316","0.18962208926677704,0.31674447655677795,-0.016506118699908257","0.20106294751167297,0.3133620619773865,-0.02688613533973694","0.20737743377685547,0.3309266269207001,-0.03177077695727348","0.16903017461299896,0.37246543169021606,-0.005869795102626085","0.16458329558372498,0.3016844689846039,-0.017038842663168907","0.1801084578037262,0.3057863116264343,-0.0262733343988657","0.18943101167678833,0.3310950696468353,-0.030756322667002678","0.15361016988754272,0.3843782842159271,-0.009492123499512672","0.14549125730991364,0.31940460205078125,-0.02069111354649067","0.1644454449415207,0.3247395157814026,-0.02638200670480728","0.17648474872112274,0.3481241762638092,-0.028273075819015503","0.13849693536758423,0.40467220544815063,-0.014056750573217869","0.1385897994041443,0.3564209043979645,-0.024179747328162193","0.15384170413017273,0.3576366603374481,-0.027162395417690277","0.16475960612297058,0.376128226518631,-0.027681749314069748"
0.25,"0.17508620023727417,0.5164267420768738,1.021673483592167e-07","0.19989672303199768,0.4817362427711487,-0.007573336828500032","0.2186477929353714,0.4363943636417389,-0.013436347246170044","0.23182471096515656,0.39723408222198486,-0.02076076529920101","0.2315959930419922,0.35988157987594604,-0.027181293815374374","0.18769825994968414,0.37384337186813354,-1.59855935635278e-05","0.19039136171340942,0.3154963254928589,-0.011804970912635326","0.20555651187896729,0.3163328468799591,-0.02178928256034851","0.21477319300174713,0.3371759057044983,-0.02658896893262863","0.17318397760391235,0.37416836619377136,-0.002945138607174158","0.1678992211818695,0.30194130539894104,-0.01299076434224844","0.18669340014457703,0.3025842308998108,-0.021726910024881363","0.1984708309173584,0.32502710819244385,-0.026318715885281563","0.15892906486988068,0.3840620517730713,-0.007848566398024559","0.15240530669689178,0.3189970850944519,-0.018369160592556","0.17406971752643585,0.3226833641529083,-0.023110181093215942","0.18782123923301697,0.3443777561187744,-0.024559227749705315","0.14540767669677734,0.40230637788772583,-0.013565249741077423","0.14887851476669312,0.35694923996925354,-0.02330821007490158","0.16598552465438843,0.35492008924484253,-0.02595200575888157","0.1780557781457901,0.36836764216423035,-0.02628074772655964"
0.25,"0.17508302628993988,0.5156430602073669,1.0264075456234423e-07","0.19949544966220856,0.4806692600250244,-0.006468995474278927","0.21793325245380402,0.43483808636665344,-0.013070369139313698","0.2316409945487976,0.3979344666004181,-0.021505117416381836","0.23719221353530884,0.35886454582214355,-0.02883194573223591","0.18677617609500885,0.3716091215610504,0.00030535802943632007","0.18825148046016693,0.3119163513183594,-0.011042493395507336","0.2043159306049347,0.31283485889434814,-0.020037733018398285","0.2129061222076416,0.3338404893875122,-0.02430577017366886","0.17440731823444366,0.37316998839378357,-0.003767823101952672","0.17022767663002014,0.29936841130256653,-0.014671996235847473","0.19067060947418213,0.3037818372249603,-0.02368793822824955","0.20218926668167114,0.3288235068321228,-0.02817513793706894","0.16153110563755035,0.3827345371246338,-0.009657532908022404","0.15699774026870728,0.31585636734962463,-0.020276430994272232","0.18002648651599884,0.3205089867115021,-0.024618621915578842","0.19354921579360962,0.3427749574184418,-0.02579730562865734","0.14937420189380646,0.40021470189094543,-0.016274768859148026","0.15561974048614502,0.35485124588012695,-0.025790173560380936","0.17422866821289062,0.35193294286727905,-0.028322866186499596","0.18614104390144348,0.36359506845474243,-0.02866554446518421"
0.25,"0.17654535174369812,0.5175846815109253,9.181151483517169e-08","0.20012980699539185,0.48344236612319946,-0.0065651447512209415","0.21837587654590607,0.4377706050872803,-0.013457715511322021","0.23203825950622559,0.4022451937198639,-0.022239496931433678","0.23797835409641266,0.36355605721473694,-0.03012176789343357","0.1873624622821808,0.3739470839500427,-0.0014376059407368302","0.1886107623577118,0.31192684173583984,-0.014531690627336502","0.2061341255903244,0.3140975832939148,-0.025146663188934326","0.21609047055244446,0.3349735736846924,-0.030506664887070656","0.17536243796348572,0.3762902617454529,-0.005815954878926277","0.1725406050682068,0.3015783131122589,-0.018253594636917114","0.19428028166294098,0.3074689507484436,-0.02883993647992611","0.20609572529792786,0.3327990174293518,-0.034513141959905624","0.16245141625404358,0.3861752152442932,-0.011932489462196827","0.16042740643024445,0.32054275274276733,-0.02368481270968914","0.18406523764133453,0.3268195390701294,-0.029105816036462784","0.19719529151916504,0.3496192693710327,-0.030939023941755295","0.15021073818206787,0.4032597541809082,-0.018718069419264793","0.15772706270217896,0.35691481828689575,-0.02860257215797901","0.17696096003055573,0.35504189133644104,-0.03143002465367317","0.18870073556900024,0.3680438995361328,-0.03206458315253258"
0.25,"0.17530103027820587,0.518277108669281,7.585793326825296e-08","0.19948749244213104,0.48486876487731934,-0.007970498874783516","0.21872736513614655,0.43919840455055237,-0.013619800098240376","0.23190346360206604,0.40086010098457336,-0.020479293540120125","0.23277375102043152,0.3639734983444214,-0.026534806936979294","0.18878556787967682,0.3767664134502411,-0.001822750549763441","0.1900174915790558,0.3178243339061737,-0.014775078743696213","0.2041057050228119,0.3174867033958435,-0.026074722409248352","0.21337541937828064,0.33619824051856995,-0.0318157933652401","0.17443686723709106,0.3780252933502197,-0.004515423439443111","0.17012833058834076,0.3070496916770935,-0.01641232520341873","0.18788130581378937,0.30968940258026123,-0.026748595759272575","0.19937807321548462,0.332999587059021,-0.032215893268585205","0.160394087433815,0.3876543939113617,-0.00909857451915741","0.15581226348876953,0.3254324495792389,-0.020430345088243484","0.1760079711675644,0.3273274600505829,-0.02648194134235382","0.18979421257972717,0.34646493196487427,-0.02878521755337715","0.14692285656929016,0.4042353332042694,-0.014506161212921143","0.1512477546930313,0.3611149191856384,-0.024070346727967262","0.16726596653461456,0.3591633439064026,-0.02720116823911667","0.17901460826396942,0.3715161383152008,-0.027985548600554466"
0.25,"0.17313021421432495,0.5231882929801941,1.1143773548383251e-07","0.197238951921463,0.48994767665863037,-0.008291316218674183","0.21523720026016235,0.4424896836280823,-0.014015757478773594","0.22873085737228394,0.4028781056404114,-0.020992979407310486","0.2267487794160843,0.3660215139389038,-0.027400551363825798","0.1872183382511139,0.37916845083236694,-0.0033545501064509153","0.1917887032032013,0.3222615718841553,-0.01774485968053341","0.20327386260032654,0.319948673248291,-0.029244916513562202","0.21088309586048126,0.3399398624897003,-0.03439510613679886","0.1705600768327713,0.38122570514678955,-0.006272430997341871","0.16574817895889282,0.31081995368003845,-0.018569784238934517","0.18154440820217133,0.3091605305671692,-0.02760273776948452","0.19267764687538147,0.33031243085861206,-0.0316908098757267","0.1557810753583908,0.3944692015647888,-0.011219519190490246","0.14791014790534973,0.33210983872413635,-0.023768039420247078","0.1674908697605133,0.3350609838962555,-0.028725439682602882","0.1813315600156784,0.3554175794124603,-0.029615260660648346","0.1422998458147049,0.41561272740364075,-0.016961820423603058","0.14533281326293945,0.37189194560050964,-0.027730735018849373","0.16056323051452637,0.37353459000587463,-0.030016332864761353","0.17167863249778748,0.3901102542877197,-0.02954370528459549"
0.25,"0.1712224930524826,0.5236572623252869,1.0357123869653151e-07","0.19452743232250214,0.49230116605758667,-0.008837813511490822","0.21195054054260254,0.4453114867210388,-0.015250449068844318","0.22412510216236115,0.40625110268592834,-0.022623326629400253","0.221865713596344,0.3733212649822235,-0.029442857950925827","0.18392519652843475,0.38279029726982117,-0.007190816104412079","0.18853498995304108,0.32391947507858276,-0.023159300908446312","0.20159481465816498,0.32200196385383606,-0.03512676805257797","0.2094300240278244,0.34408119320869446,-0.04023725911974907","0.1670483499765396,0.3843417465686798,-0.010168306529521942","0.16121524572372437,0.31036409735679626,-0.023710070177912712","0.17782138288021088,0.3115573823451996,-0.03263171762228012","0.18840786814689636,0.3373074233531952,-0.03636978566646576","0.1520133912563324,0.3980062007904053,-0.014977190643548965","0.1427479386329651,0.33623456954956055,-0.028065241873264313","0.16216903924942017,0.34008947014808655,-0.03240382671356201","0.17527808248996735,0.36049917340278625,-0.032819170504808426","0.13779644668102264,0.4199613928794861,-0.020546792075037956","0.13855111598968506,0.37903904914855957,-0.03124227188527584","0.15376649796962738,0.3811892867088318,-0.032878175377845764","0.1645156294107437,0.3977857232093811,-0.03194905072450638"
0.25,"0.1676226258277893,0.5317326784133911,1.0509375414358146e-07","0.1930752545595169,0.4932624101638794,-0.008929300121963024","0.20969447493553162,0.4461420476436615,-0.012877598404884338","0.21888728439807892,0.40138915181159973,-0.017715798690915108","0.21005098521709442,0.3730035424232483,-0.022241666913032532","0.1830081343650818,0.3837467133998871,-0.002460171701386571","0.18597424030303955,0.3316124975681305,-0.015227883122861385","0.1914110630750656,0.32044273614883423,-0.025936026126146317","0.1966916024684906,0.3320873975753784,-0.030997121706604958","0.16485857963562012,0.3851827383041382,-0.004187295213341713","0.15724460780620575,0.3234260380268097,-0.013728372752666473","0.16545046865940094,0.3113600015640259,-0.021347520872950554","0.1750820130109787,0.3236609101295471,-0.025737697258591652","0.14896029233932495,0.3996666669845581,-0.008173533715307713","0.13881807029247284,0.34425950050354004,-0.0192299485206604","0.15056388080120087,0.34026259183883667,-0.024933502078056335","0.16360192000865936,0.3592210114002228,-0.027025584131479263","0.1326296329498291,0.4230456054210663,-0.013068899512290955","0.12892524898052216,0.3839232921600342,-0.023265434429049492","0.13911166787147522,0.3787427246570587,-0.026993287727236748","0.1508658081293106,0.3924316167831421,-0.027925940230488777"
0.25,"0.1632060706615448,0.531470537185669,9.414573298727191e-08","0.18793614208698273,0.500540554523468,-0.012067529372870922","0.20247487723827362,0.452865332365036,-0.016980014741420746","0.20872795581817627,0.408290833234787,-0.022532116621732712","0.19982711970806122,0.37627682089805603,-0.027567949146032333","0.18092140555381775,0.38516560196876526,-0.004202783573418856","0.18264007568359375,0.3304106891155243,-0.019814027473330498","0.18357735872268677,0.32339251041412354,-0.03243517875671387","0.18473587930202484,0.34567221999168396,-0.03790615126490593","0.16088929772377014,0.3854149580001831,-0.00479243416339159","0.15582230687141418,0.32535114884376526,-0.017014537006616592","0.15795545279979706,0.3152777850627899,-0.02713075466454029","0.16297990083694458,0.3347710371017456,-0.03244684636592865","0.14372806251049042,0.39995622634887695,-0.008107691071927547","0.13247738778591156,0.34987619519233704,-0.019832203164696693","0.13748683035373688,0.3439105153083801,-0.027536720037460327","0.14753814041614532,0.3633543848991394,-0.030895015224814415","0.12643814086914062,0.424854040145874,-0.012646136805415154","0.11988934874534607,0.39047834277153015,-0.022511379793286324","0.12635056674480438,0.3866020739078522,-0.027057096362113953","0.13720828294754028,0.40220826864242554,-0.02858017385005951"
0.25,"0.16213248670101166,0.533929169178009,9.770936770792105e-08","0.1886603832244873,0.5024688243865967,-0.012773939408361912","0.20355552434921265,0.4562284052371979,-0.017558667808771133","0.20547839999198914,0.41119709610939026,-0.02264832705259323","0.19272884726524353,0.38558724522590637,-0.027322065085172653","0.18049627542495728,0.3890412151813507,-0.0033919333945959806","0.18193867802619934,0.3405795693397522,-0.016451677307486534","0.1822284758090973,0.3268149793148041,-0.027224181219935417","0.18318773806095123,0.33832210302352905,-0.0322786308825016","0.15955623984336853,0.3879353404045105,-0.003263948019593954","0.1530589610338211,0.3319932520389557,-0.013175295665860176","0.15528662502765656,0.32100027799606323,-0.021242009475827217","0.16009552776813507,0.33447688817977905,-0.02572505921125412","0.14191436767578125,0.4017353951931,-0.005845945328474045","0.1306227296590805,0.3520752489566803,-0.01725669391453266","0.13439157605171204,0.3482654392719269,-0.024286895990371704","0.1427624225616455,0.3669789433479309,-0.02721831016242504","0.12477445602416992,0.42629262804985046,-0.009620225057005882","0.11412541568279266,0.39159899950027466,-0.01995890960097313","0.11837419867515564,0.38593634963035583,-0.024695778265595436","0.12762388586997986,0.3990357518196106,-0.026379665359854698"
