gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.25,"0.19085100293159485,0.47749316692352295,2.5700554573404588e-08","0.21945525705814362,0.4676831364631653,-0.021929647773504257","0.2364620417356491,0.423154354095459,-0.03360525146126747","0.2441379725933075,0.38421520590782166,-0.04434394836425781","0.24593037366867065,0.3510713279247284,-0.054129987955093384","0.2199893444776535,0.34509512782096863,-0.018694432452321053","0.2218269407749176,0.28856927156448364,-0.03985961526632309","0.22288978099822998,0.2810293436050415,-0.053305305540561676","0.22302041947841644,0.3021473288536072,-0.058689333498477936","0.19636279344558716,0.348194420337677,-0.016748245805501938","0.19015677273273468,0.2757081389427185,-0.03855476155877113","0.19396424293518066,0.29256555438041687,-0.04844140633940697","0.2003793716430664,0.3283303380012512,-0.05001548305153847","0.17597371339797974,0.3614722490310669,-0.01800685189664364","0.16779208183288574,0.29954832792282104,-0.03805515542626381","0.1752294898033142,0.3215371370315552,-0.0429222397506237","0.18496781587600708,0.35569724440574646,-0.04081903025507927","0.1556776463985443,0.38602784276008606,-0.02102312445640564","0.14867724478244781,0.3416566550731659,-0.03678946569561958","0.15698982775211334,0.35180455446243286,-0.03984607383608818","0.1673530489206314,0.37713971734046936,-0.0381082184612751"
0.25,"0.19879485666751862,0.4962441027164459,5.8960029747368026e-08","0.22916899621486664,0.4719204902648926,-0.015652798116207123","0.25092557072639465,0.4206123948097229,-0.022231606766581535","0.2559579908847809,0.3749335706233978,-0.028838522732257843","0.24345435202121735,0.3442891836166382,-0.03487059846520424","0.22256508469581604,0.3481904864311218,-0.008215215988457203","0.22167682647705078,0.29328015446662903,-0.02610785700380802","0.22205248475074768,0.28339990973472595,-0.038807462900877","0.22356291115283966,0.3031381368637085,-0.043855469673871994","0.19821256399154663,0.3494114279747009,-0.008008486591279507","0.19137150049209595,0.27908357977867126,-0.025650251656770706","0.19372721016407013,0.29082316160202026,-0.03456897661089897","0.19953255355358124,0.32490211725234985,-0.0359712615609169","0.1782723367214203,0.36340847611427307,-0.0106134582310915","0.1681843101978302,0.3041790723800659,-0.026868222281336784","0.17431825399398804,0.32199588418006897,-0.030153030529618263","0.1835116744041443,0.35521578788757324,-0.02765391208231449","0.15909714996814728,0.38858938217163086,-0.01473457645624876","0.15177443623542786,0.3471783995628357,-0.02711895853281021","0.15876339375972748,0.3559665083885193,-0.028700390830636024","0.16812381148338318,0.3791322708129883,-0.026327846571803093"
0.25,"0.1992257833480835,0.5009703636169434,3.872750653499679e-08","0.23131625354290009,0.47488367557525635,-0.015279099345207214","0.253005713224411,0.42277956008911133,-0.022579727694392204","0.2604367733001709,0.3736225366592407,-0.030350465327501297","0.24470113217830658,0.3445131778717041,-0.03751518949866295","0.222496896982193,0.34881752729415894,-0.009359138086438179","0.22227421402931213,0.289934366941452,-0.02773910015821457","0.22362276911735535,0.28484046459198,-0.04014149680733681","0.22595830261707306,0.30948641896247864,-0.0447479747235775","0.1985735297203064,0.3510310649871826,-0.009729697369039059","0.19188496470451355,0.27769577503204346,-0.026980692520737648","0.19571107625961304,0.2924681305885315,-0.035393957048654556","0.20181725919246674,0.32699713110923767,-0.0366465300321579","0.17884963750839233,0.36579352617263794,-0.012856506742537022","0.16982007026672363,0.3038744032382965,-0.028643934056162834","0.17690622806549072,0.3215780258178711,-0.031782425940036774","0.1857876181602478,0.3549370765686035,-0.029474418610334396","0.1597984880208969,0.39081645011901855,-0.017533550038933754","0.1530218869447708,0.3489488363265991,-0.0298234224319458","0.16090252995491028,0.3555584251880646,-0.03185444325208664","0.1710517257452011,0.37785831093788147,-0.02991887740790844"
0.25,"0.19986024498939514,0.5013296604156494,3.547951266114069e-08","0.23171745240688324,0.47299712896347046,-0.015283032320439816","0.25348514318466187,0.41971877217292786,-0.022748727351427078","0.2599673867225647,0.3720177412033081,-0.030697565525770187","0.24520280957221985,0.34264302253723145,-0.038079679012298584","0.22388195991516113,0.34734290838241577,-0.009600184857845306","0.2228783667087555,0.28849443793296814,-0.028395475819706917","0.22419482469558716,0.2838788628578186,-0.041647084057331085","0.2261761575937271,0.30941304564476013,-0.04690856114029884","0.19977734982967377,0.35003727674484253,-0.010240618139505386","0.19219601154327393,0.2772745192050934,-0.02771403267979622","0.19711309671401978,0.2907833755016327,-0.037243884056806564","0.20357441902160645,0.3258071839809418,-0.03968830034136772","0.17974109947681427,0.36508849263191223,-0.013612412847578526","0.17065180838108063,0.30227354168891907,-0.029579631984233856","0.17836034297943115,0.31902050971984863,-0.03358433023095131","0.18718671798706055,0.35347992181777954,-0.032177794724702835","0.16023360192775726,0.3905503749847412,-0.01852293126285076","0.15364836156368256,0.34783196449279785,-0.030965622514486313","0.16158771514892578,0.3545326590538025,-0.033374156802892685","0.17130237817764282,0.37792643904685974,-0.031940266489982605"
0.25,"0.1982392966747284,0.5007528066635132,3.830446715369362e-08","0.23018614947795868,0.4730214774608612,-0.01501262467354536","0.2522142231464386,0.4179511070251465,-0.021564073860645294","0.2581688165664673,0.3688371181488037,-0.028430184349417686","0.24323055148124695,0.3409237861633301,-0.03480971232056618","0.22316016256809235,0.3470282554626465,-0.009717593900859356","0.22158943116664886,0.2866082787513733,-0.02808764949440956","0.22264952957630157,0.2817806899547577,-0.041334375739097595","0.2249194234609604,0.30692002177238464,-0.04672340303659439","0.19907864928245544,0.34890466928482056,-0.010030821897089481","0.1912514567375183,0.27680709958076477,-0.02672663703560829","0.19561263918876648,0.28588199615478516,-0.036493148654699326","0.20232714712619781,0.31874918937683105,-0.03960522264242172","0.17886987328529358,0.36352020502090454,-0.012977678328752518","0.16961713135242462,0.30080705881118774,-0.02876894362270832","0.1766977161169052,0.3168315589427948,-0.033428966999053955","0.18588124215602875,0.3515376150608063,-0.03270506486296654","0.1591704934835434,0.3886626660823822,-0.01737937703728676","0.15260758996009827,0.3462291657924652,-0.030085457488894463","0.16008080542087555,0.35352984070777893,-0.032963596284389496","0.1697814017534256,0.37752652168273926,-0.031962621957063675"
0.25,"0.19601061940193176,0.4985170066356659,4.06453786183647e-08","0.22799532115459442,0.4691585898399353,-0.014383360743522644","0.2495632767677307,0.41279569268226624,-0.020530784502625465","0.25408732891082764,0.36365312337875366,-0.0269936416298151","0.239035964012146,0.3368365168571472,-0.033086612820625305","0.21898148953914642,0.34493136405944824,-0.008895987644791603","0.21719218790531158,0.28623077273368835,-0.02668949030339718","0.2186792641878128,0.27983155846595764,-0.03999761864542961","0.22136622667312622,0.30327150225639343,-0.045659925788640976","0.19543561339378357,0.3477059304714203,-0.009345914237201214","0.18781256675720215,0.2764768600463867,-0.02623686194419861","0.19316326081752777,0.286785364151001,-0.03652743622660637","0.20012208819389343,0.3209514021873474,-0.03995601832866669","0.17567089200019836,0.3626154363155365,-0.012280465103685856","0.1659359335899353,0.3001982569694519,-0.02786720171570778","0.17383627593517303,0.3145025372505188,-0.03299877792596817","0.18306554853916168,0.34891948103904724,-0.032684702426195145","0.15645232796669006,0.38740074634552,-0.016595959663391113","0.14995041489601135,0.3435230851173401,-0.028790760785341263","0.15771515667438507,0.3501897156238556,-0.0317562036216259","0.16686192154884338,0.37438684701919556,-0.031050555408000946"
0.25,"0.19681194424629211,0.49799495935440063,3.873178044955239e-08","0.22652317583560944,0.46418654918670654,-0.012493065558373928","0.2452671378850937,0.4068053662776947,-0.017911922186613083","0.25068411231040955,0.3571925461292267,-0.024044590070843697","0.23559004068374634,0.32917600870132446,-0.029854808002710342","0.2126094400882721,0.34271419048309326,-0.0075403619557619095","0.20876909792423248,0.28385937213897705,-0.025091765448451042","0.21091705560684204,0.2779662013053894,-0.03789407014846802","0.21418079733848572,0.3020913600921631,-0.04306407272815704","0.189520463347435,0.3480474650859833,-0.008599875494837761","0.17912212014198303,0.27994468808174133,-0.02525988034904003","0.18642662465572357,0.29108017683029175,-0.03413659706711769","0.19494765996932983,0.3245057463645935,-0.03638790547847748","0.17069900035858154,0.36471816897392273,-0.012113000266253948","0.15770912170410156,0.3042464554309845,-0.027358733117580414","0.16882693767547607,0.31784188747406006,-0.03094748593866825","0.18088629841804504,0.35026299953460693,-0.02943793684244156","0.15223602950572968,0.39060455560684204,-0.016940224915742874","0.14518748223781586,0.3471960127353668,-0.02903093211352825","0.1544826626777649,0.3529105484485626,-0.0313439816236496","0.1652871072292328,0.37671762704849243,-0.02992270141839981"
0.25,"0.19742068648338318,0.4961456060409546,4.792005370291008e-08","0.22700795531272888,0.46031609177589417,-0.01282228622585535","0.24467259645462036,0.3997570276260376,-0.018129009753465652","0.2484307736158371,0.34896862506866455,-0.024024352431297302","0.23237541317939758,0.32261282205581665,-0.0295192189514637","0.20757319033145905,0.34028196334838867,-0.007234648335725069","0.2015012800693512,0.2808881402015686,-0.02418365888297558","0.20591092109680176,0.27622562646865845,-0.03723834455013275","0.21170400083065033,0.3015426993370056,-0.04272947832942009","0.18596744537353516,0.34836724400520325,-0.007884825579822063","0.17320998013019562,0.2816942036151886,-0.024069294333457947","0.18381273746490479,0.29034262895584106,-0.03455581143498421","0.1948363184928894,0.32313522696495056,-0.03834083303809166","0.16833023726940155,0.36670443415641785,-0.010862362571060658","0.15439435839653015,0.30679211020469666,-0.025622662156820297","0.16749924421310425,0.3167293965816498,-0.03110702894628048","0.1804555505514145,0.3482450246810913,-0.0313282310962677","0.15081921219825745,0.39368900656700134,-0.015109498053789139","0.1439131498336792,0.35130637884140015,-0.027289075776934624","0.15449433028697968,0.3549724519252777,-0.030985437333583832","0.16597658395767212,0.3772770166397095,-0.0308499988168478"
0.25,"0.1971699297428131,0.4940035343170166,4.170904688294286e-08","0.22616808116436005,0.45684751868247986,-0.012587604112923145","0.24285277724266052,0.397164911031723,-0.017963357269763947","0.24719981849193573,0.3486873507499695,-0.02386648952960968","0.23550531268119812,0.31905514001846313,-0.029226800426840782","0.20379750430583954,0.3390321433544159,-0.0076742772944271564","0.19744838774204254,0.27881935238838196,-0.024019861593842506","0.20349758863449097,0.27679455280303955,-0.03658635541796684","0.21047048270702362,0.30241575837135315,-0.04180464521050453","0.18333299458026886,0.348341166973114,-0.008248439989984035","0.17020122706890106,0.28086137771606445,-0.02371108904480934","0.18223167955875397,0.2901184856891632,-0.03411000594496727","0.1938098520040512,0.3221741020679474,-0.03800024092197418","0.1664944440126419,0.36709117889404297,-0.010990876704454422","0.15239256620407104,0.30707502365112305,-0.025179928168654442","0.1668793261051178,0.3159407675266266,-0.03068661503493786","0.17994333803653717,0.34600284695625305,-0.031075889244675636","0.15000024437904358,0.39390861988067627,-0.01491560973227024","0.1430211067199707,0.35045790672302246,-0.026784734800457954","0.15478749573230743,0.3538512587547302,-0.030097490176558495","0.16639673709869385,0.3759813904762268,-0.029705973342061043"
0.25,"0.19990523159503937,0.4891470670700073,4.109397977458684e-08","0.2275569587945938,0.44866102933883667,-0.011826712638139725","0.24246203899383545,0.38879430294036865,-0.017481554299592972","0.24777866899967194,0.3404850363731384,-0.023954911157488823","0.23556439578533173,0.31218206882476807,-0.029881201684474945","0.20240569114685059,0.33441758155822754,-0.006901522632688284","0.1947675198316574,0.27534788846969604,-0.022836169227957726","0.20297807455062866,0.27456334233283997,-0.03509683907032013","0.21115824580192566,0.29901930689811707,-0.04029284790158272","0.1824258267879486,0.3460017740726471,-0.008160172030329704","0.167914479970932,0.27994048595428467,-0.02368328347802162","0.18296314775943756,0.2896938920021057,-0.034295499324798584","0.19568170607089996,0.3199719190597534,-0.03840745612978935","0.16586847603321075,0.36614492535591125,-0.011504264548420906","0.15128254890441895,0.30750006437301636,-0.025609884411096573","0.16846348345279694,0.3149871230125427,-0.0313204824924469","0.18226784467697144,0.34280499815940857,-0.031939797103405","0.15028105676174164,0.3936702013015747,-0.01598060317337513","0.14293725788593292,0.3489879369735718,-0.02734207734465599","0.15662997961044312,0.35078784823417664,-0.030489861965179443","0.16930298507213593,0.3714393973350525,-0.03023211844265461"
0.25,"0.20403936505317688,0.48449814319610596,5.8056347285173615e-08","0.23036496341228485,0.4440922737121582,-0.013143163174390793","0.24404843151569366,0.3848000764846802,-0.02022564597427845","0.24903182685375214,0.3378832936286926,-0.028009193018078804","0.23800763487815857,0.3043459355831146,-0.035238079726696014","0.20205242931842804,0.3350282311439514,-0.009128152392804623","0.19260990619659424,0.27468374371528625,-0.02597636543214321","0.20362907648086548,0.2713548541069031,-0.03861295431852341","0.21434089541435242,0.29438361525535583,-0.04383689910173416","0.183859184384346,0.3473683297634125,-0.010186523199081421","0.1678045690059662,0.2784924805164337,-0.026301588863134384","0.18474842607975006,0.2870383858680725,-0.03703789785504341","0.1979353427886963,0.31681710481643677,-0.04110034927725792","0.16846399009227753,0.36777541041374207,-0.013438396155834198","0.15316961705684662,0.30606940388679504,-0.0282377190887928","0.17163030803203583,0.31245744228363037,-0.03365258499979973","0.18500132858753204,0.34048813581466675,-0.033826734870672226","0.15385617315769196,0.3951716721057892,-0.01789429970085621","0.14607709646224976,0.3468753397464752,-0.02981702610850334","0.16114015877246857,0.34539595246315,-0.032797832041978836","0.1739276647567749,0.36481696367263794,-0.03230419009923935"
0.25,"0.20903734862804413,0.4796880781650543,4.391247188095804e-08","0.2326873391866684,0.4368799328804016,-0.010960479266941547","0.24527248740196228,0.3784009516239166,-0.01740086078643799","0.2499334216117859,0.3320811092853546,-0.024726828560233116","0.23917114734649658,0.2993243634700775,-0.03128742799162865","0.20152884721755981,0.33143162727355957,-0.006893221288919449","0.1914425790309906,0.27085888385772705,-0.02262197434902191","0.20418258011341095,0.2696468234062195,-0.0341804102063179","0.21505430340766907,0.2917947769165039,-0.03883873298764229","0.1847420185804367,0.3449510335922241,-0.008680403232574463","0.16826538741588593,0.27720165252685547,-0.02398771233856678","0.18756715953350067,0.28673985600471497,-0.03344477713108063","0.20090831816196442,0.31524139642715454,-0.03662802651524544","0.17035217583179474,0.36596018075942993,-0.012513085268437862","0.15482687950134277,0.3047983646392822,-0.02670975588262081","0.17588895559310913,0.31211888790130615,-0.030382324010133743","0.18948276340961456,0.3379562199115753,-0.029343988746404648","0.1567690223455429,0.3933519124984741,-0.017390260472893715","0.1501469612121582,0.34468311071395874,-0.02863866277039051","0.16657517850399017,0.34378764033317566,-0.030169425532221794","0.17880581319332123,0.3612004816532135,-0.028645148500800133"
0.25,"0.21433600783348083,0.47636324167251587,5.527944324512646e-08","0.23611435294151306,0.4337782561779022,-0.011061009019613266","0.24638548493385315,0.3766578435897827,-0.018032129853963852","0.25052788853645325,0.3308117687702179,-0.025961201637983322","0.24071104824543,0.296321302652359,-0.03302844241261482","0.20176678895950317,0.332764208316803,-0.007482399698346853","0.19100497663021088,0.2713651955127716,-0.023502515628933907","0.2056998461484909,0.2681922912597656,-0.03504779562354088","0.21780042350292206,0.28814393281936646,-0.03978395462036133","0.18630748987197876,0.34670424461364746,-0.00944407656788826","0.16886167228221893,0.2783123850822449,-0.02518976666033268","0.19019031524658203,0.2868325710296631,-0.03474673628807068","0.2040182501077652,0.31375229358673096,-0.038076452910900116","0.1730109453201294,0.3677454888820648,-0.01345678512006998","0.15755672752857208,0.3068805932998657,-0.028428977355360985","0.18055257201194763,0.31406572461128235,-0.03223371133208275","0.1944207102060318,0.3390922248363495,-0.031188130378723145","0.16074545681476593,0.3947298526763916,-0.018466681241989136","0.15570619702339172,0.34564271569252014,-0.030330723151564598","0.17345669865608215,0.34300532937049866,-0.03205818682909012","0.18571117520332336,0.35874634981155396,-0.030680926516652107"
0.25,"0.2106199562549591,0.48082834482192993,4.054906455053242e-08","0.23486723005771637,0.43652933835983276,-0.011813472025096416","0.2474910318851471,0.37935537099838257,-0.01916464790701866","0.2524031400680542,0.3324488401412964,-0.027352234348654747","0.24119889736175537,0.3008423149585724,-0.03477917239069939","0.20288340747356415,0.3339774012565613,-0.008058488368988037","0.19345605373382568,0.2715703547000885,-0.024092625826597214","0.20719470083713531,0.26931190490722656,-0.03537489473819733","0.21799823641777039,0.2921367287635803,-0.03969409316778183","0.18601612746715546,0.3470724821090698,-0.009718375280499458","0.1694367676973343,0.2788456976413727,-0.02481391839683056","0.18899892270565033,0.2882327735424042,-0.033772967755794525","0.2020079791545868,0.31706929206848145,-0.03662875294685364","0.1718001365661621,0.368415504693985,-0.013487391173839569","0.15696284174919128,0.30934324860572815,-0.02741857059299946","0.17788013815879822,0.3168833553791046,-0.030582338571548462","0.1908855140209198,0.34215739369392395,-0.029283545911312103","0.15857183933258057,0.3965403437614441,-0.018329428508877754","0.1516336053609848,0.34962934255599976,-0.02883297950029373","0.168218195438385,0.34799855947494507,-0.029432304203510284","0.1805180013179779,0.364597350358963,-0.027380701154470444"
0.25,"0.2064240425825119,0.4850521981716156,3.653018154636811e-08","0.2328917682170868,0.444507896900177,-0.013859960250556469","0.24751067161560059,0.38478147983551025,-0.021071629598736763","0.251826673746109,0.3372950553894043,-0.0288368109613657","0.23839935660362244,0.30658188462257385,-0.03606262430548668","0.20495860278606415,0.335013747215271,-0.009469252079725266","0.19578450918197632,0.27286702394485474,-0.02652311883866787","0.20636337995529175,0.2711203992366791,-0.03922688961029053","0.21598269045352936,0.2942589819431305,-0.044530387967824936","0.18608412146568298,0.3471710979938507,-0.010256191715598106","0.1701776385307312,0.27904555201530457,-0.026424754410982132","0.18727505207061768,0.2886909544467926,-0.03757480904459953","0.20039105415344238,0.31805792450904846,-0.04206579178571701","0.1701047271490097,0.3674653470516205,-0.01325270812958479","0.15456032752990723,0.30597010254859924,-0.027885716408491135","0.1729925572872162,0.3140188157558441,-0.033531226217746735","0.18649280071258545,0.34229475259780884,-0.03406434506177902","0.15507109463214874,0.39534610509872437,-0.017486879602074623","0.1464586704969406,0.349013090133667,-0.029147431254386902","0.1613437682390213,0.3495686948299408,-0.031903497874736786","0.174135223031044,0.3697374761104584,-0.03135944530367851"
0.25,"0.19989709556102753,0.489400178194046,3.044780427785554e-08","0.22966459393501282,0.4495902359485626,-0.013193568214774132","0.24550175666809082,0.3889559805393219,-0.018561795353889465","0.24938270449638367,0.33844301104545593,-0.024514468386769295","0.2356027215719223,0.31187400221824646,-0.029938947409391403","0.20709118247032166,0.3322470188140869,-0.00562831899151206","0.200430765748024,0.27566638588905334,-0.021257393062114716","0.20504413545131683,0.2721550762653351,-0.033431120216846466","0.21147111058235168,0.2952185273170471,-0.03853728622198105","0.18569046258926392,0.34200164675712585,-0.006005832459777594","0.17133009433746338,0.2758100926876068,-0.020744314417243004","0.18188846111297607,0.2831517159938812,-0.031039241701364517","0.19340214133262634,0.3129822015762329,-0.034887224435806274","0.16807392239570618,0.36048999428749084,-0.008773005567491055","0.15480659902095795,0.30199044942855835,-0.022809235379099846","0.16786815226078033,0.3105500340461731,-0.028585301712155342","0.18035922944545746,0.3403531312942505,-0.02899826504290104","0.15113146603107452,0.3869369626045227,-0.012809514999389648","0.14274613559246063,0.3422747552394867,-0.024467697367072105","0.15390515327453613,0.3449903428554535,-0.02756991982460022","0.16594983637332916,0.36740052700042725,-0.026945557445287704"
0.25,"0.1903945356607437,0.4869285225868225,2.956772071627256e-08","0.22194816172122955,0.4520050883293152,-0.015751687809824944","0.24087370932102203,0.3930785357952118,-0.021746469661593437","0.24270856380462646,0.3413645923137665,-0.027683570981025696","0.22651143372058868,0.3170560598373413,-0.03290893882513046","0.2089676558971405,0.32976293563842773,-0.00721224769949913","0.20539744198322296,0.273979127407074,-0.023459048941731453","0.20523853600025177,0.2700563669204712,-0.035784076899290085","0.20770305395126343,0.2918660044670105,-0.040966540575027466","0.18552495539188385,0.33529338240623474,-0.0062593501061201096","0.17446011304855347,0.26826947927474976,-0.02112654224038124","0.17805765569210052,0.2764926552772522,-0.03106285072863102","0.18573331832885742,0.30641424655914307,-0.034674275666475296","0.16606658697128296,0.3513219356536865,-0.007987232878804207","0.15525925159454346,0.29420870542526245,-0.022625574842095375","0.16146600246429443,0.306230753660202,-0.02841865085065365","0.17107173800468445,0.337189257144928,-0.028603803366422653","0.14751964807510376,0.3767571747303009,-0.01116075087338686","0.1386808604001999,0.3341465890407562,-0.022590044885873795","0.14515820145606995,0.33859556913375854,-0.02557813934981823","0.15454110503196716,0.360713928937912,-0.024884579703211784"
0.25,"0.18012963235378265,0.4865787625312805,9.522600485922794e-09","0.21114163100719452,0.45379161834716797,-0.017097607254981995","0.23170816898345947,0.400160551071167,-0.023979298770427704","0.23239333927631378,0.35129255056381226,-0.03120998665690422","0.21637848019599915,0.3219614028930664,-0.03773452714085579","0.20517106354236603,0.3320588767528534,-0.004478781949728727","0.20424208045005798,0.2740001976490021,-0.02236374467611313","0.20053593814373016,0.2728210985660553,-0.03718110918998718","0.1994248628616333,0.29895520210266113,-0.04420079290866852","0.18324895203113556,0.3353066146373749,-0.003687191754579544","0.17793793976306915,0.2683456540107727,-0.020506542176008224","0.17527683079242706,0.2751636505126953,-0.03439336270093918","0.17786294221878052,0.3049642741680145,-0.04097450152039528","0.16404443979263306,0.34801000356674194,-0.006065563764423132","0.1561119258403778,0.28997254371643066,-0.021898742765188217","0.15614263713359833,0.3005136251449585,-0.031207555904984474","0.16188792884349823,0.33385589718818665,-0.034064095467329025","0.14488616585731506,0.3697393238544464,-0.010089783929288387","0.13621661067008972,0.32792314887046814,-0.022190948948264122","0.13897326588630676,0.3317085802555084,-0.02730134315788746","0.14591509103775024,0.35460296273231506,-0.02849481999874115"
0.25,"0.17063499987125397,0.4830741584300995,-4.4041431834784817e-08","0.20013545453548431,0.45745784044265747,-0.01734805665910244","0.2202848345041275,0.40482035279273987,-0.023616261780261993","0.21984682977199554,0.3559514582157135,-0.029913153499364853","0.20300252735614777,0.3274942636489868,-0.03554603084921837","0.20047153532505035,0.3347703218460083,-0.005291298031806946","0.2032550871372223,0.2752596139907837,-0.022274810820817947","0.1947907954454422,0.27774935960769653,-0.03652599826455116","0.1887490153312683,0.30366355180740356,-0.04356995224952698","0.17945195734500885,0.33572444319725037,-0.003983203321695328","0.17778247594833374,0.2672138810157776,-0.020330607891082764","0.1700761467218399,0.27761712670326233,-0.03434789180755615","0.1688634753227234,0.3081120550632477,-0.041151855140924454","0.16056519746780396,0.34599605202674866,-0.005631424020975828","0.15565773844718933,0.285852313041687,-0.02020356059074402","0.15197747945785522,0.29693901538848877,-0.02999046817421913","0.15445271134376526,0.32997316122055054,-0.03359029069542885","0.1420750468969345,0.36523935198783875,-0.008924610912799835","0.13432860374450684,0.3217114210128784,-0.01936749927699566","0.13479860126972198,0.3260221779346466,-0.02441233955323696","0.1394016444683075,0.3485502600669861,-0.02613797038793564"
0.25,"0.1632193922996521,0.47925686836242676,-9.780717391549842e-08","0.19025103747844696,0.4602409601211548,-0.018874140456318855","0.2077602744102478,0.4124431908130646,-0.02608276531100273","0.20280267298221588,0.3666786849498749,-0.03276645764708519","0.18919222056865692,0.3314620554447174,-0.038216616958379745","0.19776126742362976,0.33617299795150757,-0.009158406406641006","0.20081083476543427,0.2731453776359558,-0.026607174426317215","0.18704812228679657,0.28301483392715454,-0.039987653493881226","0.17759744822978973,0.31183168292045593,-0.04649512469768524","0.17680172622203827,0.3329859972000122,-0.00699186883866787","0.17537759244441986,0.2626986503601074,-0.023190166801214218","0.16277004778385162,0.27751973271369934,-0.03581372648477554","0.15967492759227753,0.3071349263191223,-0.04167274758219719","0.1578345000743866,0.33973193168640137,-0.007847708649933338","0.15361520648002625,0.27970096468925476,-0.02235228382050991","0.14597083628177643,0.2957766652107239,-0.03099740855395794","0.14595535397529602,0.3282550871372223,-0.033895041793584824","0.1401471048593521,0.3558606505393982,-0.01042521744966507","0.13206428289413452,0.3138737082481384,-0.021133514121174812","0.13102707266807556,0.3221573233604431,-0.025719888508319855","0.13495612144470215,0.3458423912525177,-0.027010871097445488"
0.25,"0.16017752885818481,0.47754159569740295,-1.3060797243724664e-07","0.18447133898735046,0.46259936690330505,-0.021821286529302597","0.2017284482717514,0.4208977222442627,-0.03187379240989685","0.19757622480392456,0.3800176978111267,-0.041029222309589386","0.18033923208713531,0.34581267833709717,-0.048880692571401596","0.19610106945037842,0.3354407548904419,-0.012737388722598553","0.19689123332500458,0.275382936000824,-0.03165809437632561","0.18042190372943878,0.28954899311065674,-0.0464615561068058","0.16935603320598602,0.31905126571655273,-0.05408201366662979","0.17510607838630676,0.33150944113731384,-0.009916335344314575","0.17239730060100555,0.2637956738471985,-0.028764167800545692","0.15646590292453766,0.28539127111434937,-0.04343777149915695","0.15137675404548645,0.3158761262893677,-0.050249215215444565","0.156112402677536,0.33657020330429077,-0.010191060602664948","0.152317613363266,0.28086549043655396,-0.025948593392968178","0.14139966666698456,0.2993474304676056,-0.0359094999730587","0.13867056369781494,0.3309229612350464,-0.039423856884241104","0.13930290937423706,0.35047826170921326,-0.012429054826498032","0.13211588561534882,0.31142711639404297,-0.023250330239534378","0.12853100895881653,0.3202248215675354,-0.028564700856804848","0.13065779209136963,0.34221193194389343,-0.030451413244009018"
0.25,"0.15543757379055023,0.4747096300125122,-1.5232058103720192e-07","0.17816485464572906,0.4609667956829071,-0.022624630481004715","0.19496050477027893,0.4207146167755127,-0.032527998089790344","0.18943962454795837,0.3774487376213074,-0.04101574048399925","0.17245805263519287,0.34163039922714233,-0.0480228066444397","0.19379597902297974,0.3360617756843567,-0.013073379173874855","0.1935279220342636,0.2774236798286438,-0.031502701342105865","0.17618583142757416,0.29249855875968933,-0.04574715718626976","0.16437824070453644,0.32066869735717773,-0.05302666127681732","0.17356793582439423,0.32942360639572144,-0.00923251174390316","0.17073841392993927,0.2634892761707306,-0.028323015198111534","0.1534397304058075,0.28537726402282715,-0.04264180734753609","0.14620159566402435,0.3163132965564728,-0.04883548617362976","0.15539701282978058,0.33222490549087524,-0.008444876410067081","0.15207591652870178,0.27858543395996094,-0.02516470104455948","0.13901805877685547,0.2992555499076843,-0.03500416874885559","0.13382840156555176,0.33073413372039795,-0.037776149809360504","0.13956980407238007,0.3441598415374756,-0.009545696899294853","0.13340380787849426,0.3075471520423889,-0.02153337188065052","0.12812891602516174,0.31852397322654724,-0.02714669145643711","0.1281801462173462,0.3404823839664459,-0.02871052920818329"
0.25,"0.1589134782552719,0.4767053723335266,-1.3398599207903317e-07","0.18089227378368378,0.4636123478412628,-0.024177134037017822","0.19662940502166748,0.42371222376823425,-0.035248126834630966","0.19089269638061523,0.3826306462287903,-0.04482405260205269","0.17311573028564453,0.3470534384250641,-0.05303580313920975","0.19364266097545624,0.33630818128585815,-0.015439626760780811","0.19266057014465332,0.27922412753105164,-0.034845463931560516","0.1749548614025116,0.29467108845710754,-0.049930982291698456","0.1629689782857895,0.3220962882041931,-0.05794942006468773","0.17303749918937683,0.3320614993572235,-0.01151998620480299","0.16972112655639648,0.26661384105682373,-0.031929608434438705","0.15249723196029663,0.2877548336982727,-0.04772698134183884","0.14566092193126678,0.3166844844818115,-0.055186524987220764","0.1545911580324173,0.33662188053131104,-0.010758582502603531","0.1508943736553192,0.28414565324783325,-0.02864418365061283","0.13806381821632385,0.3032877743244171,-0.040266603231430054","0.13306213915348053,0.33337464928627014,-0.044425513595342636","0.1386376917362213,0.3493987023830414,-0.011979926377534866","0.13224424421787262,0.31211501359939575,-0.024917220696806908","0.1271648108959198,0.3220091462135315,-0.03196181356906891","0.1274855136871338,0.34326016902923584,-0.03480447083711624"
